Serial_No,Shop_ID,Product_ID,Quantity_Sold_per_week,Sales_per-Week,Profit_per_week
1757,SH169,D08,86,13760,2580
1758,SH169,S1,76,4940,2280
1759,SH169,S2,91,5460,2002
1760,SH169,B01,69,2760,1035
1761,SH169,B03,95,950,380
1762,SH169,D09,94,6580,2068
1763,SH169,B04,74,6660,3034
1764,SH169,B09,117,1755,468
1765,SH169,D01,104,6240,2080
1766,SH169,D02,76,3800,1292
1767,SH169,D03,111,5550,2220
1768,SH169,D04,114,11400,5244
1769,SH169,D06,101,3535,1717
1770,SH169,D08,128,9600,4096
1771,SH169,D09,78,3120,780
1772,SH169,D08,88,14080,2640
1773,SH169,S1,128,8320,3840
1774,SH169,S2,124,7440,2728
1775,SH169,B01,57,2280,855
1776,SH169,B03,73,730,292
1777,SH169,D09,102,7140,2244
1778,SH169,B04,68,6120,2788
1779,SH169,B05,121,2420,968
1780,SH169,B06,69,2070,759
1781,SH169,D10,96,2400,1056
1782,SH169,B08,52,4160,780
1783,SH169,B09,102,1530,408
1784,SH170,D04,123,12300,5658
1785,SH170,D06,126,4410,2142
1786,SH170,S1,80,5200,2400
1787,SH170,S2,85,5100,1870
1788,SH170,B01,61,2440,915
1789,SH170,B03,63,630,252
1790,SH170,D09,129,9030,2838
1791,SH170,B09,52,780,208
1792,SH170,D04,66,6600,3036
1793,SH170,D06,109,3815,1853
1794,SH170,S1,123,7995,3690
1795,SH170,S2,79,4740,1738
1796,SH170,B01,127,5080,1905
1797,SH170,B03,111,1110,444
1798,SH170,D09,116,8120,2552
1799,SH170,B04,74,6660,3034
1800,SH170,B09,98,1470,392
1801,SH171,D04,75,7500,3450
1802,SH171,D06,70,2450,1190
1803,SH171,S1,111,7215,3330
1804,SH171,B01,65,2600,975
1805,SH171,B03,91,910,364
1806,SH171,D09,105,7350,2310
1807,SH171,B04,117,10530,4797
1808,SH171,B06,86,2580,946
1809,SH171,B09,94,1410,376
1810,SH171,D04,109,10900,5014
1811,SH171,D06,82,2870,1394
1812,SH171,S1,66,4290,1980
1813,SH171,S2,56,3360,1232
1814,SH171,B01,110,4400,1650
1815,SH171,B03,95,950,380
1816,SH171,D09,85,5950,1870
1817,SH171,B04,96,8640,3936
1818,SH171,B09,78,1170,312
1819,SH172,D04,115,11500,5290
1820,SH172,D06,101,3535,1717
1821,SH172,S1,125,8125,3750
1822,SH172,S2,120,7200,2640
1823,SH172,B01,52,2080,780
1824,SH172,B03,103,1030,412
1825,SH172,D09,94,6580,2068
1826,SH172,B04,56,5040,2296
1827,SH172,B09,84,1260,336
1828,SH173,D04,98,9800,4508
1829,SH173,D06,52,1820,884
1830,SH173,D08,56,4200,1792
1831,SH173,D08,86,13760,2580
1832,SH173,S1,92,5980,2760
1833,SH173,S2,94,5640,2068
1834,SH173,B01,63,2520,945
1835,SH173,B03,94,940,376
1836,SH173,D09,119,8330,2618
1837,SH173,B06,75,2250,825
1838,SH173,B09,53,795,212
1839,SH174,D04,52,5200,2392
1840,SH174,D06,84,2940,1428
1841,SH174,D08,53,8480,1590
1842,SH174,S1,129,8385,3870
1843,SH174,B01,102,4080,1530
1844,SH174,B03,67,670,268
1845,SH174,D09,84,5880,1848
1846,SH174,B04,68,6120,2788
1847,SH174,B06,129,3870,1419
1848,SH174,B09,66,990,264
1849,SH175,D01,80,4800,1600
1850,SH175,D03,83,4150,1660
1851,SH175,D04,63,6300,2898
1852,SH175,D06,59,2065,1003
1853,SH175,D08,106,7950,3392
1854,SH175,D09,90,3600,900
1855,SH175,D08,121,19360,3630
1856,SH175,S1,79,5135,2370
1857,SH175,S2,70,4200,1540
1858,SH175,B01,109,4360,1635
1859,SH175,B03,82,820,328
1860,SH175,D09,91,6370,2002
1861,SH175,B04,73,6570,2993
1862,SH175,B05,122,2440,976
1863,SH175,B06,118,3540,1298
1864,SH175,D10,55,1375,605
1865,SH175,B09,103,1545,412
1866,SH176,D04,52,5200,2392
1867,SH176,D06,124,4340,2108
1868,SH176,D08,52,3900,1664
1869,SH176,S1,73,4745,2190
1870,SH176,B01,101,4040,1515
1871,SH176,B03,73,730,292
1872,SH176,D09,73,5110,1606
1873,SH176,B04,128,11520,5248
1874,SH176,B09,111,1665,444
1875,SH177,D08,65,10400,1950
1876,SH177,S1,122,7930,3660
1877,SH177,B01,95,3800,1425
1878,SH177,B03,98,980,392
1879,SH177,D09,93,6510,2046
1880,SH177,B04,118,10620,4838
1881,SH177,B09,71,1065,284
1882,SH178,S1,129,8385,3870
1883,SH178,B01,107,4280,1605
1884,SH178,B03,114,1140,456
1885,SH178,D09,60,4200,1320
1886,SH178,B04,97,8730,3977
1887,SH178,B09,83,1245,332
1888,SH179,D04,67,6700,3082
1889,SH179,D06,97,3395,1649
1890,SH179,D08,82,6150,2624
1891,SH179,D09,72,2880,720
1892,SH179,D08,107,17120,3210
1893,SH179,S1,100,6500,3000
1894,SH179,S2,123,7380,2706
1895,SH179,B01,72,2880,1080
1896,SH179,B03,103,1030,412
1897,SH179,D09,126,8820,2772
1898,SH179,B04,82,7380,3362
1899,SH179,B05,93,1860,744
1900,SH179,B06,118,3540,1298
1901,SH179,D10,130,3250,1430
1902,SH179,B09,128,1920,512
1903,SH179,D01,72,4320,1440
1904,SH179,D02,74,3700,1258
1905,SH179,D03,108,5400,2160
1906,SH179,D04,115,11500,5290
1907,SH179,D06,121,4235,2057
1908,SH179,D08,102,7650,3264
1909,SH179,D09,55,2200,550
1910,SH179,D08,122,19520,3660
1911,SH179,S1,90,5850,2700
1912,SH179,S2,105,6300,2310
1913,SH179,B01,93,3720,1395
1914,SH179,B03,52,520,208
1915,SH179,D09,111,7770,2442
1916,SH179,B04,63,5670,2583
1917,SH179,B05,104,2080,832
1918,SH179,B06,97,2910,1067
1919,SH179,D10,123,3075,1353
1920,SH179,B08,79,6320,1185
1921,SH179,B09,123,1845,492
1922,SH179,D01,54,3240,1080
1923,SH179,D02,90,4500,1530
1924,SH179,D03,52,2600,1040
1925,SH179,D04,80,8000,3680
1926,SH179,D06,124,4340,2108
1927,SH179,D08,92,6900,2944
1928,SH179,D09,127,5080,1270
1929,SH179,D08,128,20480,3840
1930,SH179,S1,125,8125,3750
1931,SH179,S2,110,6600,2420
1932,SH179,B01,125,5000,1875
1933,SH179,B03,54,540,216
1934,SH179,D09,63,4410,1386
1935,SH179,B04,125,11250,5125
1936,SH179,B05,83,1660,664
1937,SH179,B06,126,3780,1386
1938,SH179,D10,54,1350,594
1939,SH179,B09,121,1815,484
1940,SH179,D04,69,6900,3174
1941,SH179,D06,101,3535,1717
1942,SH179,D08,87,6525,2784
1943,SH179,D09,80,3200,800
1944,SH179,D08,101,16160,3030
1945,SH179,S1,70,4550,2100
1946,SH179,S2,59,3540,1298
1947,SH179,B01,111,4440,1665
1948,SH179,B03,82,820,328
1949,SH179,D09,79,5530,1738
1950,SH179,B08,107,8560,1605
1951,SH179,B09,67,1005,268
1952,SH179,D01,56,3360,1120
1953,SH179,D02,53,2650,901
1954,SH179,D03,55,2750,1100
1955,SH179,D04,84,8400,3864
1956,SH179,D06,108,3780,1836
1957,SH179,D08,128,9600,4096
1958,SH179,D09,126,5040,1260
1959,SH179,D08,76,12160,2280
1960,SH179,S1,55,3575,1650
1961,SH179,S2,86,5160,1892
1962,SH179,B01,51,2040,765
1963,SH179,B03,111,1110,444
1964,SH179,D09,65,4550,1430
1965,SH179,B04,73,6570,2993
1966,SH179,B05,122,2440,976
1967,SH179,B06,70,2100,770
1968,SH179,D10,123,3075,1353
1969,SH179,B08,114,9120,1710
1970,SH179,B09,85,1275,340
1971,SH179,D04,76,7600,3496
1972,SH179,D06,101,3535,1717
1973,SH179,D08,59,4425,1888
1974,SH179,D09,54,2160,540
1975,SH179,D08,108,17280,3240
1976,SH179,S1,106,6890,3180
1977,SH179,S2,110,6600,2420
1978,SH179,B01,89,3560,1335
1979,SH179,B03,85,850,340
1980,SH179,D09,66,4620,1452
1981,SH179,B04,64,5760,2624
1982,SH179,B08,57,4560,855
1983,SH179,B09,102,1530,408
1984,SH179,D01,90,5400,1800
1985,SH179,D02,112,5600,1904
1986,SH179,D04,96,9600,4416
1987,SH179,D06,73,2555,1241
1988,SH179,D08,65,4875,2080
1989,SH179,D09,94,3760,940
1990,SH179,D08,121,19360,3630
1991,SH179,S1,121,7865,3630
1992,SH179,S2,82,4920,1804
1993,SH179,B01,83,3320,1245
1994,SH179,B03,71,710,284
1995,SH179,D09,109,7630,2398
1996,SH179,B04,90,8100,3690
1997,SH179,B06,82,2460,902
1998,SH179,D10,76,1900,836
1999,SH179,B08,112,8960,1680
2000,SH179,B09,71,1065,284
2001,SH179,D01,121,7260,2420
2002,SH179,D02,79,3950,1343
2003,SH179,D04,95,9500,4370
2004,SH179,D06,57,1995,969
2005,SH179,D08,118,8850,3776
2006,SH179,D09,85,3400,850
2007,SH179,D08,127,20320,3810
2008,SH179,S1,52,3380,1560
2009,SH179,S2,107,6420,2354
2010,SH179,B01,52,2080,780
2011,SH179,B03,80,800,320
2012,SH179,D09,109,7630,2398
2013,SH179,B04,53,4770,2173
2014,SH179,B05,106,2120,848
2015,SH179,B06,79,2370,869
2016,SH179,D10,102,2550,1122
2017,SH179,B09,72,1080,288
2018,SH179,D01,118,7080,2360
2019,SH179,D02,86,4300,1462
2020,SH179,D03,118,5900,2360
2021,SH179,D04,106,10600,4876
2022,SH179,D06,70,2450,1190
2023,SH179,D08,57,4275,1824
2024,SH179,D09,109,4360,1090
2025,SH179,D08,122,19520,3660
2026,SH179,S1,99,6435,2970
2027,SH179,S2,55,3300,1210
2028,SH179,B01,100,4000,1500
2029,SH179,B03,89,890,356
2030,SH179,D09,97,6790,2134
2031,SH179,B04,55,4950,2255
2032,SH179,B05,121,2420,968
2033,SH179,B06,124,3720,1364
2034,SH179,D10,86,2150,946
2035,SH179,B08,69,5520,1035
2036,SH179,B09,60,900,240
2037,SH179,D01,95,5700,1900
2038,SH179,D02,106,5300,1802
2039,SH179,D03,84,4200,1680
2040,SH179,D04,82,8200,3772
2041,SH179,D06,61,2135,1037
2042,SH179,D08,107,8025,3424
2043,SH179,D09,120,4800,1200
2044,SH179,D08,54,8640,1620
2045,SH179,S1,73,4745,2190
2046,SH179,S2,55,3300,1210
2047,SH179,B01,127,5080,1905
2048,SH179,B03,69,690,276
2049,SH179,D09,87,6090,1914
2050,SH179,B04,118,10620,4838
2051,SH179,B05,120,2400,960
2052,SH179,B06,69,2070,759
2053,SH179,D10,58,1450,638
2054,SH179,B08,120,9600,1800
2055,SH179,B09,77,1155,308
2056,SH179,D01,99,5940,1980
2057,SH179,D02,130,6500,2210
2058,SH179,D03,78,3900,1560
2059,SH179,D04,112,11200,5152
2060,SH179,D06,91,3185,1547
2061,SH179,D08,124,9300,3968
2062,SH179,D09,86,3440,860
2063,SH179,D08,59,9440,1770
2064,SH179,S1,55,3575,1650
2065,SH179,S2,130,7800,2860
2066,SH179,B01,115,4600,1725
2067,SH179,B03,95,950,380
2068,SH179,D09,119,8330,2618
2069,SH179,B04,129,11610,5289
2070,SH179,B05,126,2520,1008
2071,SH179,B06,85,2550,935
2072,SH179,D10,68,1700,748
2073,SH179,B08,124,9920,1860
2074,SH179,B09,85,1275,340
2075,SH179,D04,81,8100,3726
2076,SH179,D06,107,3745,1819
2077,SH179,D08,70,5250,2240
2078,SH179,D09,111,4440,1110
2079,SH179,D08,121,19360,3630
2080,SH179,S1,104,6760,3120
2081,SH179,S2,54,3240,1188
2082,SH179,B01,70,2800,1050
2083,SH179,B03,51,510,204
2084,SH179,D09,123,8610,2706
2085,SH179,B09,67,1005,268
2086,SH179,D04,64,6400,2944
2087,SH179,D06,53,1855,901
2088,SH179,D09,72,2880,720
2089,SH179,D08,74,11840,2220
2090,SH179,S1,99,6435,2970
2091,SH179,S2,69,4140,1518
2092,SH179,B01,69,2760,1035
2093,SH179,B03,68,680,272
2094,SH179,D09,72,5040,1584
2095,SH179,B04,68,6120,2788
2096,SH179,B06,93,2790,1023
2097,SH179,B09,99,1485,396
2098,SH179,D04,92,9200,4232
2099,SH179,D06,50,1750,850
2100,SH179,D08,92,6900,2944
2101,SH179,D09,52,2080,520
2102,SH179,D08,79,12640,2370
2103,SH179,S1,54,3510,1620
2104,SH179,S2,100,6000,2200
2105,SH179,B01,111,4440,1665
2106,SH179,B03,101,1010,404
2107,SH179,D09,53,3710,1166
2108,SH179,B04,124,11160,5084
2109,SH179,B05,130,2600,1040
2110,SH179,B06,113,3390,1243
2111,SH179,D10,120,3000,1320
2112,SH179,B08,98,7840,1470
2113,SH179,B09,74,1110,296
2114,SH179,D02,86,4300,1462
2115,SH179,D04,103,10300,4738
2116,SH179,D06,75,2625,1275
2117,SH179,D08,103,7725,3296
2118,SH179,D09,110,4400,1100
2119,SH179,D08,107,17120,3210
2120,SH179,S1,120,7800,3600
2121,SH179,S2,61,3660,1342
2122,SH179,B01,67,2680,1005
2123,SH179,B03,124,1240,496
2124,SH179,D09,111,7770,2442
2125,SH179,B04,87,7830,3567
2126,SH179,D10,79,1975,869
2127,SH179,B09,52,780,208
2128,SH180,D04,96,9600,4416
2129,SH180,D06,93,3255,1581
2130,SH180,D08,59,4425,1888
2131,SH180,D08,62,9920,1860
2132,SH180,S1,115,7475,3450
2133,SH180,S2,62,3720,1364
2134,SH180,B01,85,3400,1275
2135,SH180,B03,83,830,332
2136,SH180,D09,102,7140,2244
2137,SH180,B04,62,5580,2542
2138,SH180,B09,81,1215,324
2139,SH181,D04,113,11300,5198
2140,SH181,D06,128,4480,2176
2141,SH181,D08,119,8925,3808
2142,SH181,D09,58,2320,580
2143,SH181,D08,92,14720,2760
2144,SH181,S1,88,5720,2640
2145,SH181,S2,69,4140,1518
2146,SH181,B01,87,3480,1305
2147,SH181,B03,72,720,288
2148,SH181,D09,124,8680,2728
2149,SH181,B04,55,4950,2255
2150,SH181,B06,128,3840,1408
2151,SH181,B09,81,1215,324
2152,SH182,D04,70,7000,3220
2153,SH182,D06,81,2835,1377
2154,SH182,D08,95,7125,3040
2155,SH182,D08,59,9440,1770
2156,SH182,S1,111,7215,3330
2157,SH182,S2,66,3960,1452
2158,SH182,B01,129,5160,1935
2159,SH182,B03,100,1000,400
2160,SH182,D09,87,6090,1914
2161,SH182,B04,129,11610,5289
2162,SH182,B06,98,2940,1078
2163,SH182,B09,120,1800,480
2164,SH183,D08,111,17760,3330
2165,SH183,B01,57,2280,855
2166,SH183,B03,127,1270,508
2167,SH183,D09,104,7280,2288
2168,SH183,B04,68,6120,2788
2169,SH183,B06,86,2580,946
2170,SH183,B09,114,1710,456
2171,SH184,D04,91,9100,4186
2172,SH184,D06,114,3990,1938
2173,SH184,D08,93,6975,2976
2174,SH184,D09,106,4240,1060
2175,SH184,D08,100,16000,3000
2176,SH184,S1,69,4485,2070
2177,SH184,S2,72,4320,1584
2178,SH184,B01,53,2120,795
2179,SH184,B03,95,950,380
2180,SH184,D09,80,5600,1760
2181,SH184,B04,56,5040,2296
2182,SH184,B09,113,1695,452
2183,SH185,D04,125,12500,5750
2184,SH185,D06,96,3360,1632
2185,SH185,S1,58,3770,1740
2186,SH185,S2,116,6960,2552
2187,SH185,B01,110,4400,1650
2188,SH185,B03,98,980,392
2189,SH185,D09,63,4410,1386
2190,SH185,B04,121,10890,4961
2191,SH185,B09,77,1155,308
2192,SH186,D02,128,6400,2176
2193,SH186,D04,89,8900,4094
2194,SH186,D06,98,3430,1666
2195,SH186,D08,65,10400,1950
2196,SH186,S1,95,6175,2850
2197,SH186,S2,57,3420,1254
2198,SH186,B01,63,2520,945
2199,SH186,B03,59,590,236
2200,SH186,D09,115,8050,2530
2201,SH186,B09,70,1050,280
2202,SH187,D08,110,17600,3300
2203,SH187,B01,87,3480,1305
2204,SH187,B03,69,690,276
2205,SH187,D09,84,5880,1848
2206,SH187,B04,74,6660,3034
2207,SH187,B05,111,2220,888
2208,SH187,B06,71,2130,781
2209,SH187,D10,74,1850,814
2210,SH187,B08,74,5920,1110
2211,SH187,B09,93,1395,372
2212,SH188,D06,60,2100,1020
2213,SH188,D08,113,8475,3616
2214,SH188,D08,75,12000,2250
2215,SH188,B01,109,4360,1635
2216,SH188,B03,113,1130,452
2217,SH188,D09,124,8680,2728
2218,SH188,B04,75,6750,3075
2219,SH188,B05,128,2560,1024
2220,SH188,B06,117,3510,1287
2221,SH188,D10,110,2750,1210
2222,SH188,B08,51,4080,765
2223,SH188,B09,57,855,228
2224,SH189,B01,129,5160,1935
2225,SH189,B03,55,550,220
2226,SH189,D09,76,5320,1672
2227,SH189,B04,63,5670,2583
2228,SH189,B05,55,1100,440
2229,SH189,D10,104,2600,1144
2230,SH189,B09,50,750,200
2231,SH190,D01,81,4860,1620
2232,SH190,D02,61,3050,1037
2233,SH190,D03,129,6450,2580
2234,SH190,B01,62,2480,930
2235,SH190,B03,65,650,260
2236,SH190,D09,92,6440,2024
2237,SH190,B04,93,8370,3813
2238,SH190,B05,116,2320,928
2239,SH190,B06,127,3810,1397
2240,SH190,D10,97,2425,1067
2241,SH190,B08,129,10320,1935
2242,SH190,B09,119,1785,476
2243,SH191,S1,80,5200,2400
2244,SH191,B01,108,4320,1620
2245,SH191,B03,92,920,368
2246,SH191,D09,98,6860,2156
2247,SH191,B04,52,4680,2132
2248,SH191,B09,81,1215,324
2249,SH192,D04,126,12600,5796
2250,SH192,D06,79,2765,1343
2251,SH192,S1,53,3445,1590
2252,SH192,B01,66,2640,990
2253,SH192,B03,65,650,260
2254,SH192,D09,71,4970,1562
2255,SH192,B09,57,855,228
2256,SH193,S1,76,4940,2280
2257,SH193,B01,63,2520,945
2258,SH193,B03,76,760,304
2259,SH193,D09,111,7770,2442
2260,SH193,B04,111,9990,4551
2261,SH193,B09,112,1680,448
2262,SH194,D04,110,11000,5060
2263,SH194,D06,128,4480,2176
2264,SH194,D08,109,8175,3488
2265,SH194,D08,86,13760,2580
2266,SH194,S1,71,4615,2130
2267,SH194,S2,109,6540,2398
2268,SH194,B01,50,2000,750
2269,SH194,B03,76,760,304
2270,SH194,D09,80,5600,1760
2271,SH194,B04,119,10710,4879
2272,SH194,B09,60,900,240
2273,SH195,S1,67,4355,2010
2274,SH195,B01,119,4760,1785
2275,SH195,B03,81,810,324
2276,SH195,D09,56,3920,1232
2277,SH195,B04,92,8280,3772
2278,SH195,B09,127,1905,508
2279,SH196,D08,119,19040,3570
2280,SH196,S1,54,3510,1620
2281,SH196,B01,90,3600,1350
2282,SH196,B03,68,680,272
2283,SH196,D09,88,6160,1936
2284,SH196,B04,98,8820,4018
2285,SH196,B09,99,1485,396
2286,SH197,S1,121,7865,3630
2287,SH197,B01,97,3880,1455
2288,SH197,B03,76,760,304
2289,SH197,D09,95,6650,2090
2290,SH197,B04,68,6120,2788
2291,SH197,B09,108,1620,432
2292,SH198,D08,121,19360,3630
2293,SH198,S1,111,7215,3330
2294,SH198,B01,117,4680,1755
2295,SH198,B03,78,780,312
2296,SH198,D09,73,5110,1606
2297,SH198,B04,52,4680,2132
2298,SH198,D10,123,3075,1353
2299,SH198,B09,102,1530,408
2300,SH199,D04,125,12500,5750
2301,SH199,D06,87,3045,1479
2302,SH199,D09,117,4680,1170
2303,SH199,D08,99,15840,2970
2304,SH199,S1,69,4485,2070
2305,SH199,B01,51,2040,765
2306,SH199,B03,78,780,312
2307,SH199,D09,54,3780,1188
2308,SH199,B04,90,8100,3690
2309,SH199,B09,128,1920,512
2310,SH200,D04,91,9100,4186
2311,SH200,D06,74,2590,1258
2312,SH200,S1,130,8450,3900
2313,SH200,B01,91,3640,1365
2314,SH200,B03,68,680,272
2315,SH200,D09,129,9030,2838
2316,SH200,B09,93,1395,372
2317,SH201,D04,128,12800,5888
2318,SH201,D06,124,4340,2108
2319,SH201,S1,101,6565,3030
2320,SH201,B01,89,3560,1335
2321,SH201,B03,106,1060,424
2322,SH201,D09,112,7840,2464
2323,SH201,B09,114,1710,456
2324,SH202,D04,123,12300,5658
2325,SH202,D06,77,2695,1309
2326,SH202,S1,76,4940,2280
2327,SH202,B01,81,3240,1215
2328,SH202,B03,117,1170,468
2329,SH202,D09,124,8680,2728
2330,SH202,B09,88,1320,352
2331,SH202,D04,61,6100,2806
2332,SH202,D06,112,3920,1904
2333,SH202,S1,68,4420,2040
2334,SH202,B01,85,3400,1275
2335,SH202,B03,66,660,264
2336,SH202,D09,95,6650,2090
2337,SH202,B09,90,1350,360
2338,SH203,S1,106,6890,3180
2339,SH203,B01,87,3480,1305
2340,SH203,B03,79,790,316
2341,SH203,D09,64,4480,1408
2342,SH203,B04,112,10080,4592
2343,SH203,B06,120,3600,1320
2344,SH203,B09,98,1470,392
2345,SH204,D04,76,7600,3496
2346,SH204,D06,70,2450,1190
2347,SH204,D08,59,9440,1770
2348,SH204,S1,103,6695,3090
2349,SH204,B01,69,2760,1035
2350,SH204,B03,75,750,300
2351,SH204,D09,100,7000,2200
2352,SH204,B04,71,6390,2911
2353,SH204,B06,122,3660,1342
2354,SH204,B09,61,915,244
2355,SH205,S1,82,5330,2460
2356,SH205,B01,114,4560,1710
2357,SH205,B03,59,590,236
2358,SH205,D09,64,4480,1408
2359,SH205,B04,113,10170,4633
2360,SH205,B09,84,1260,336
2361,SH206,D04,67,6700,3082
2362,SH206,D06,102,3570,1734
2363,SH206,S1,77,5005,2310
2364,SH206,B01,76,3040,1140
2365,SH206,B03,70,700,280
2366,SH206,D09,58,4060,1276
2367,SH206,B04,111,9990,4551
2368,SH206,B09,90,1350,360
2369,SH207,D08,52,8320,1560
2370,SH207,S1,118,7670,3540
2371,SH207,B01,90,3600,1350
2372,SH207,B03,109,1090,436
2373,SH207,D09,90,6300,1980
2374,SH207,B04,88,7920,3608
2375,SH207,B06,97,2910,1067
2376,SH207,D10,109,2725,1199
2377,SH207,B09,86,1290,344
2378,SH208,D04,52,5200,2392
2379,SH208,D06,91,3185,1547
2380,SH208,S1,109,7085,3270
2381,SH208,B01,100,4000,1500
2382,SH208,B03,56,560,224
2383,SH208,D09,106,7420,2332
2384,SH208,B09,127,1905,508
2385,SH209,D04,72,7200,3312
2386,SH209,D06,77,2695,1309
2387,SH209,D08,77,5775,2464
2388,SH209,D08,127,20320,3810
2389,SH209,S1,55,3575,1650
2390,SH209,B01,54,2160,810
2391,SH209,B03,82,820,328
2392,SH209,D09,76,5320,1672
2393,SH209,B06,109,3270,1199
2394,SH209,B09,76,1140,304
2395,SH210,D04,123,12300,5658
2396,SH210,D06,68,2380,1156
2397,SH210,D08,89,6675,2848
2398,SH210,S1,63,4095,1890
2399,SH210,B01,53,2120,795
2400,SH210,B03,125,1250,500
2401,SH210,D09,105,7350,2310
2402,SH210,B04,88,7920,3608
2403,SH210,B06,57,1710,627
2404,SH210,B09,117,1755,468
2405,SH211,D04,54,5400,2484
2406,SH211,D06,84,2940,1428
2407,SH211,S1,114,7410,3420
2408,SH211,B01,69,2760,1035
2409,SH211,B03,90,900,360
2410,SH211,D09,92,6440,2024
2411,SH211,B06,103,3090,1133
2412,SH211,B09,129,1935,516
2413,SH212,D01,85,5100,1700
2414,SH212,D04,110,11000,5060
2415,SH212,D06,107,3745,1819
2416,SH212,D08,66,4950,2112
2417,SH212,S1,108,7020,3240
2418,SH212,B01,85,3400,1275
2419,SH212,B03,83,830,332
2420,SH212,D09,77,5390,1694
2421,SH212,B04,130,11700,5330
2422,SH212,B09,50,750,200
2423,SH213,D04,109,10900,5014
2424,SH213,D06,120,4200,2040
2425,SH213,S1,103,6695,3090
2426,SH213,B01,81,3240,1215
2427,SH213,B03,78,780,312
2428,SH213,D09,70,4900,1540
2429,SH213,B04,82,7380,3362
2430,SH213,B09,97,1455,388
2431,SH213,D04,80,8000,3680
2432,SH213,D06,113,3955,1921
2433,SH213,D08,55,8800,1650
2434,SH213,S1,111,7215,3330
2435,SH213,B01,52,2080,780
2436,SH213,B03,129,1290,516
2437,SH213,D09,103,7210,2266
2438,SH213,B09,98,1470,392
2439,SH214,D04,56,5600,2576
2440,SH214,D06,81,2835,1377
2441,SH214,S1,115,7475,3450
2442,SH214,S2,62,3720,1364
2443,SH214,B01,53,2120,795
2444,SH214,B03,91,910,364
2445,SH214,D09,59,4130,1298
2446,SH214,B09,80,1200,320
2447,SH214,D04,125,12500,5750
2448,SH214,D06,62,2170,1054
2449,SH214,S1,78,5070,2340
2450,SH214,B01,102,4080,1530
2451,SH214,B03,99,990,396
2452,SH214,D09,94,6580,2068
2453,SH214,B06,118,3540,1298
2454,SH214,D10,130,3250,1430
2455,SH214,B09,116,1740,464
2456,SH215,D04,127,12700,5842
2457,SH215,D06,93,3255,1581
2458,SH215,S1,63,4095,1890
2459,SH215,B01,74,2960,1110
2460,SH215,B03,86,860,344
2461,SH215,D09,78,5460,1716
2462,SH215,B04,98,8820,4018
2463,SH215,B09,124,1860,496
2464,SH216,D01,72,4320,1440
2465,SH216,D04,108,10800,4968
2466,SH216,D06,101,3535,1717
2467,SH216,D08,126,20160,3780
2468,SH216,S1,121,7865,3630
2469,SH216,B01,111,4440,1665
2470,SH216,B03,115,1150,460
2471,SH216,D09,128,8960,2816
2472,SH216,B04,95,8550,3895
2473,SH216,B06,53,1590,583
2474,SH216,B09,101,1515,404
2475,SH217,D04,65,6500,2990
2476,SH217,D06,59,2065,1003
2477,SH217,S1,101,6565,3030
2478,SH217,B01,62,2480,930
2479,SH217,B03,70,700,280
2480,SH217,D09,83,5810,1826
2481,SH217,B09,112,1680,448
2482,SH218,D04,98,9800,4508
2483,SH218,D06,109,3815,1853
2484,SH218,S1,66,4290,1980
2485,SH218,B01,102,4080,1530
2486,SH218,B03,95,950,380
2487,SH218,D09,94,6580,2068
2488,SH218,B09,127,1905,508
2489,SH218,D04,125,12500,5750
2490,SH218,D06,117,4095,1989
2491,SH218,D08,129,20640,3870
2492,SH218,S1,65,4225,1950
2493,SH218,B01,78,3120,1170
2494,SH218,B03,99,990,396
2495,SH218,D09,117,8190,2574
2496,SH218,B09,122,1830,488
2497,SH219,D04,115,11500,5290
2498,SH219,D06,50,1750,850
2499,SH219,S1,66,4290,1980
2500,SH219,B01,89,3560,1335
2501,SH219,B03,127,1270,508
2502,SH219,D09,109,7630,2398
2503,SH219,B09,126,1890,504
2504,SH220,D08,109,17440,3270
2505,SH220,B01,93,3720,1395
2506,SH220,B03,85,850,340
2507,SH220,D09,67,4690,1474
2508,SH220,B04,52,4680,2132
2509,SH220,B09,80,1200,320
2510,SH221,D04,71,7100,3266
2511,SH221,D06,116,4060,1972
2512,SH221,S1,117,7605,3510
2513,SH221,B01,112,4480,1680
2514,SH221,B03,70,700,280
2515,SH221,D09,82,5740,1804
2516,SH221,B09,98,1470,392
2517,SH222,D04,70,7000,3220
2518,SH222,D06,127,4445,2159
2519,SH222,S1,71,4615,2130
2520,SH222,B01,55,2200,825
2521,SH222,B03,79,790,316
2522,SH222,D09,100,7000,2200
2523,SH222,B09,127,1905,508
2524,SH223,D08,78,12480,2340
2525,SH223,B01,69,2760,1035
2526,SH223,B03,81,810,324
2527,SH223,D09,68,4760,1496
2528,SH223,B04,110,9900,4510
2529,SH223,B06,124,3720,1364
2530,SH223,B09,73,1095,292
2531,SH224,D04,57,5700,2622
2532,SH224,D06,121,4235,2057
2533,SH224,S1,101,6565,3030
2534,SH224,B01,71,2840,1065
2535,SH224,B03,124,1240,496
2536,SH224,D09,96,6720,2112
2537,SH224,B09,105,1575,420
2538,SH225,D04,61,6100,2806
2539,SH225,D06,65,2275,1105
2540,SH225,S1,109,7085,3270
2541,SH225,B01,113,4520,1695
2542,SH225,B03,90,900,360
2543,SH225,D09,84,5880,1848
2544,SH225,B09,77,1155,308
2545,SH226,D04,107,10700,4922
2546,SH226,D06,94,3290,1598
2547,SH226,D08,72,11520,2160
