Store_Id,Store_Name,SE_ID,Building_ID,BT_ID,Outlet_ID
SH437,Rahman Kirana General Store,SE02,B264,B002,OTL02
SH438,Choice Ice Cream,SE02,B265,B004,OTL02
SH439,Friends Coll Drinks,SE02,B266,B009,OTL02
SH440,Billal Kirana General Store,SE02,B250,B002,OTL05
SH441,Lathika Kirana General Store,SE02,B267,B002,OTL02
SH442,Yamani Ice Cream Parlour,SE02,B262,B004,OTL09
SH443,A K Best Food,SE02,B247,B002,OTL02
SH444,Ak Ice Cream Parlour,SE02,B268,B004,OTL22
SH445,Akber Cool Point,SE02,B269,B006,OTL18
SH446,Medizone Medical General Store,SE02,B261,B003,OTL22
SH447,Zuper Mart,SE02,B270,B002,OTL02
SH448,Zam Zam Kirana General Store,SE02,B271,B002,OTL02
SH449,Afzal Kirana General Store,SE02,B244,B002,OTL02
SH450,Golden Kirana General Store,SE02,B243,B002,OTL02
SH451,Al Azeem Kirana General Store,SE02,B272,B009,OTL22
SH452,M Zubaidi Kirana General Store,SE02,B250,B002,OTL09
SH453,Krishna Kirana General Store,SE02,B259,B002,OTL02
SH454,Abaid Wahlan Kirana General Store,SE02,B250,B002,OTL02
SH455,Al Hamed Kirana General Store,SE02,B250,B009,OTL05
SH456,Ghouse Kirana ,SE02,B274,B002,OTL02
SH457,Health Point Medical,SE02,B269,B003,OTL01
SH458,Mohsin Kirana,SE02,B275,B002,OTL22
SH459,Al Askari Kirana General Store,SE02,B250,B002,OTL22
SH460,Sohail Ice Cream Parlour,SE02,B261,B011,OTL22
SH461,Scoops Icecream Parlour,SE02,B269,B004,OTL01
SH462,Yns Mini Mart,SE02,B244,B002,OTL02
SH463,Mohammed Chilled Point,SE02,B269,B006,OTL18
SH464,Mallikarjuna Kirana General Store,SE02,B276,B002,OTL22
SH465,Sayeed And Sons Cool Drinks,SE02,B261,B012,OTL22
SH466,Faeem Kirana General Store,SE02,B244,B002,OTL02
SH467,Tayyaba Medical Hall,SE02,B244,B003,OTL02
SH468,Afroz Kirana And Ice Cream Parlour,SE02,B250,B002,OTL22
SH469,Riyan Wahlan Kirana General Store,SE02,B252,B002,OTL02
SH470,Zubaidi Kirana General Store,SE02,B277,B002,OTL22
SH471,Rayees Kirana General Store,SE02,B255,B002,OTL22
SH472,Al Sadath Super Store,SE02,B244,B009,OTL02
SH473,Baqreba Kirana General Store,SE02,B250,B002,OTL22
SH474,S S Kirana Stationery General Store,SE02,B273,B002,OTL02
SH475,Saher Bakery,SE02,B278,B001,OTL22
SH476,Nice Medical Hall,SE02,B255,B003,OTL22
SH477,Shifa Kirana General Store,SE02,B277,B002,OTL18
SH478,Sri Amrutha Medical General Store,SE02,B280,B003,OTL18
SH479,Akbar Kirana General Store Ice Cream,SE02,B244,B002,OTL02
SH480,Sama Store And Pan Shop,SE02,B281,B009,OTL18
SH481,Maseeha Medical General Store,SE02,B282,B003,OTL22
SH482,Rahman Bakery,SE02,B278,B001,OTL22
SH483,Laxmi Narayana Kirana General Store,SE02,B256,B002,OTL02
SH484,Sana Stationary ,SE02,B247,B009,OTL02
SH485,Maqbool Al Jabri,SE02,B283,B002,OTL22
SH486,Hameed General Store,SE02,B261,B002,OTL22
SH487,Ramzan Medical General Store,SE02,B261,B003,OTL22
SH488,Bismillah Kirana General Store,SE02,B284,B002,OTL22
SH489,Ubed Kirana General Store,SE02,B277,B002,OTL22
SH490,Omran Bakooban Kirana General Store,SE02,B285,B002,OTL02
SH491,Madina Medical,SE02,B275,B003,OTL02
SH492,Safi Pharmacy,SE02,B252,B003,OTL22
SH493,Shama Pan Shop And General Store,SE02,B272,B009,OTL22
SH494,Cake Wala Bakers And Sweets,SE02,B251,B001,OTL22
SH495,Basultan Medical General Store,SE02,B286,B003,OTL18
SH496,Abubaker Kirana Store,SE02,B250,B002,OTL22
SH497,Famous Medical General Store,SE02,B287,B003,OTL22
SH498,Zubaidi Pan Shop And General Store,SE02,B283,B009,OTL09
SH499,Adan Communications,SE02,B262,B006,OTL18
SH500,Saeed Kirana General Store,SE02,B261,B002,OTL22
SH501,Bawazeer Medical General Store,SE02,B261,B003,OTL12
SH502,Baser Kirana General Store,SE02,B250,B002,OTL22
SH503,Syed Yaseen Kirana General Store,SE02,B288,B002,OTL02
SH504,Khalid Yamani Kirana General Store,SE02,B289,B002,OTL22
SH505,Bagdadi Kirana General Store,SE02,B250,B002,OTL05
SH506,Jaweed Khan Kirana General Store,SE02,B261,B002,OTL02
SH507,Ahmed Kirana General Store,SE02,B261,B002,OTL05
SH508,Abdullah General Store,SE02,B278,B009,OTL22
SH509,Raheem Kirana General Store,SE02,B290,B002,OTL22
SH510,Waseem Kirana General Store,SE02,B261,B002,OTL22
SH511,Saud Kirana General Store,SE02,B261,B002,OTL22
SH512,Sadiq Kirana General Store,SE02,B291,B002,OTL22
SH513,Owais Kirana General Store,SE02,B291,B002,OTL22
SH514,Ghousia Wholesale Market,SE02,B261,B002,OTL09
SH515,Rashid Wahlan Cool Drinks And Ice Cream Parlour,SE02,B292,B004,OTL22
SH516,Balhabak Market,SE02,B275,B007,OTL02
SH517,Saleem Kirana General Store,SE02,B293,B002,OTL22
SH518,Mohammad Kirana General Store,SE02,B284,B002,OTL02
SH519,Family Care Pharmacy And General Store,SE02,B103,B009,OTL13
SH520,A B Stores,SE02,B261,B002,OTL18
SH521,Abood Kirana General Store,SE02,B261,B002,OTL22
SH522,Younus Zubali Kirana General Store,SE02,B294,B002,OTL22
SH523,Habeeb Medical General Store,SE02,B283,B003,OTL18
SH524,Sea Ice Cream Parlour,SE02,B250,B004,OTL01
SH525,Adnan Kirana Store,SE02,B250,B002,OTL22
SH526,Omer Kirana General Store,SE02,B295,B002,OTL02
SH527,Arb Medical General Store,SE02,B296,B003,OTL22
SH528,Badiyaan Ice Cream And Cooldrinks,SE02,B269,B004,OTL18
SH529,Al Amoodi Generals,SE02,B269,B009,OTL13
SH530,Happy Marts,SE06,B297,B009,OTL03
SH531,Zs Mart Kirana,SE06,B298,B002,OTL05
SH532,Needs Bakery,SE06,B298,B001,OTL05
SH533,Ali Medical,SE06,B299,B003,OTL05
SH534,A Z Mart,SE06,B300,B007,OTL18
SH535,Masqati Shopper Inn,SE06,B299,B006,OTL05
SH536,K Mart,SE06,B299,B009,OTL22
SH537,Al Ahmed Enterprise,SE06,B126,B009,OTL22
SH538,Az Supermarket,SE06,B299,B007,OTL22
SH539,Al Mansoor Bakery,SE02,B298,B001,OTL05
SH540,Pista House Bakery,SE02,B301,B001,OTL13
SH541,Orange Traders,SE02,B298,B009,OTL15
SH542,M F Kirana ,SE02,B302,B002,OTL02
SH543,Tawakkal Communications,SE02,B126,B009,OTL22
SH544,Daimond Kirana Store,SE02,B298,B002,OTL18
SH545,Amjad Kirana And General,SE02,B303,B002,OTL02
SH546,New Food Land Kirana And General,SE02,B303,B002,OTL02
SH547,Shah Taufeeq Kirana,SE02,B298,B002,OTL05
SH548,Royal Generalstore,SE02,B298,B002,OTL22
SH549,Akram Cooldrinks,SE02,B298,B006,OTL05
SH550,Mohd Basheer Milk And Icecream,SE02,B298,B006,OTL05
SH551,Sri Venkateshwara Treders,SE02,B304,B002,OTL02
SH552,Paya E Zone,SE02,B298,B009,OTL15
SH553,Babul Kirana,SE02,B298,B009,OTL15
SH554,Alfa Kirana,SE02,B298,B002,OTL05
SH555,Nice Store,SE02,B298,B002,OTL02
SH556,Gulzar Bakery,SE02,B298,B001,OTL15
SH557,Have More Bakery,SE02,B298,B001,OTL22
SH558,Variety Bakry,SE02,B257,B001,OTL05
SH559,Baqris Icecream Parlor,SE02,B298,B004,OTL12
SH560,A1 Shop,SE02,B257,B006,OTL16
SH561,Banglor Iyenger Bakery,SE02,B257,B001,OTL18
SH562,Happy Day Mart,SE02,B299,B002,OTL22
SH563,Kh Icecream And Cooldrinks,SE02,B299,B004,OTL05
SH564,S V Keiran General Store,SE02,B305,B009,OTL02
SH565,Azmath Medical,SE02,B299,B003,OTL05
SH566,Ali Generalstore,SE02,B299,B009,OTL22
SH567,Fine Bakery,SE02,B299,B001,OTL22
SH568,Prince Icecreamparlor,SE02,B299,B004,OTL12
SH569,Tirumala Agency,SE02,B299,B003,OTL22
SH570,Bombay Bakers,SE02,B299,B001,OTL22
SH571,Taher Kirana,SE02,B298,B002,OTL05
SH572,Makkah Cooldrinks,SE02,B299,B006,OTL22
SH573,Qidmath Pharmacy Medical And General,SE02,B306,B003,OTL02
SH574,Cool Point,SE02,B298,B006,OTL05
SH575,Pancharangy Generalstore,SE02,B299,B009,OTL22
SH576,Lassi Rocks,SE02,B307,B006,OTL02
SH577,Ateeq Juice Center,SE02,B299,B006,OTL22
SH578,Vidhya Sree Scoops Ice Cream Parlour,SE02,B308,B004,OTL05
SH579,Zeenth Medical And General Store,SE02,B309,B003,OTL22
SH580,Kgn Traders,SE02,B310,B002,OTL02
SH581,Cool Drinks,SE02,B311,B006,OTL02
SH582,Delhi Kgs,SE02,B299,B002,OTL22
SH583,Srinivas Kirana Store,SE02,B312,B002,OTL02
SH584,Bismillah Cool Point,SE02,B313,B009,OTL02
SH585,Asian Generalstore,SE02,B299,B009,OTL22
SH586,Sai Vishnu Sweets,SE02,B314,B008,OTL02
SH587,Shambu Kartik Kirana General Store,SE02,B312,B002,OTL02
SH588,Ilyas Home Needs,SE02,B299,B002,OTL22
SH589,Fakhri Well Kirana And General,SE02,B315,B002,OTL02
SH590,Aia Enterprises,SE02,B316,B004,OTL18
SH591,Shiva Dhanu Sree Kirana General Store,SE02,B317,B002,OTL02
SH592,Masqati Supermarket,SE02,B299,B007,OTL05
SH593,Jai Durga,SE02,B318,B002,OTL02
SH594,Safeena Bakry,SE02,B299,B001,OTL22
SH595,Pista House,SE02,B319,B001,OTL02
SH596,Al Rahman Juice Center,SE02,B299,B006,OTL22
SH597,Zaid Medical,SE02,B299,B003,OTL22
SH598,Gore Bhai Kirana,SE02,B299,B009,OTL22
SH599,S S Kirana General Store,SE02,B257,B002,OTL13
SH600,Shivanath Mangilal Mitai Wala,SE02,B314,B008,OTL02
SH601,Al Mansoor Bakers,SE02,B303,B001,OTL02
SH602,Jahangir And Sons Kirana General Store,SE02,B322,B002,OTL02
SH603,Hk Bakerys,SE02,B174,B001,OTL22
SH604,Priyanka Generalstore,SE02,B126,B009,OTL12
SH605,Azam Medical Hall,SE02,B323,B003,OTL18
SH606,Volta Generalstore,SE02,B299,B009,OTL22
SH607,Shankar Kirana Store,SE02,B324,B002,OTL02
SH608,Abdul Haji Generalstore,SE02,B126,B009,OTL05
SH609,Bushra Medical Hall,SE02,B299,B003,OTL22
SH610,Andul Ahad Kgs,SE02,B126,B009,OTL22
SH611,Snack Land,SE02,B126,B009,OTL22
SH612,Ahmed Kirana And General Store,SE02,B300,B009,OTL18
SH613,Sri Sai Medical Hall,SE02,B325,B009,OTL18
SH614,Al Jubaidi Cool Zone,SE02,B299,B006,OTL22
SH615,Al Noor Generals,SE02,B327,B009,OTL02
SH616,Babar Kgs,SE02,B126,B002,OTL05
SH617,Jaffar Kirana And General,SE02,B328,B002,OTL02
SH618,Tarun Kirana General Store,SE02,B329,B002,OTL02
SH619,Bismillah Kirana And General,SE02,B330,B002,OTL02
SH620,Al Yousuf Cool Drink And Ice Cream Parlour,SE02,B322,B004,OTL22
SH621,Bhavani Sweets,SE02,B331,B008,OTL18
SH622,Nawaz Cooldrinks Point,SE02,B126,B009,OTL05
SH623,Sayeed Communication,SE02,B332,B012,OTL02
SH624,A Mart,SE02,B257,B009,OTL12
SH625,Tawakkal Trader And Commnication,SE02,B333,B002,OTL18
SH626,Sri Balaji Mithai Bhandar,SE02,B334,B008,OTL18
SH627,Saif Milk And Cooldrinks,SE02,B126,B009,OTL05
SH628,Khan Kirana General Store,SE02,B335,B002,OTL02
SH629,Ahmeds Kirana General Store,SE02,B336,B002,OTL18
SH630,Delhi Mithai Vatika,SE02,B126,B008,OTL22
SH631,Hudox Kirana And General Store,SE02,B337,B009,OTL01
SH632,Shree Lakshmi Kirana General Store,SE02,B338,B002,OTL02
SH633,Al Rahman Kirana And General,SE02,B339,B002,OTL02
SH634,Ice Cream World,SE02,B340,B004,OTL09
SH635,Haji Cool Drinks,SE02,B341,B006,OTL18
SH636,Famous Medical And General,SE02,B342,B003,OTL02
SH637,Geethanjali Kirana General Store,SE02,B331,B002,OTL02
SH638,Zaheer Kirana,SE02,B343,B002,OTL02
SH639,Anwar Medical And General,SE02,B344,B003,OTL02
SH640,Surajmal Jain Cosmetics General,SE02,B345,B002,OTL02
SH641,Ahmed Medical Hall,SE02,B126,B003,OTL12
SH642,Imam Medical,SE02,B126,B003,OTL05
SH643,Amjad Kirana Store,SE02,B339,B002,OTL02
SH644,Al Noor Kgs,SE02,B126,B002,OTL05
SH645,M N S Kirana General Store,SE02,B334,B002,OTL02
SH646,Md Aijaz Kirana And General,SE02,B346,B002,OTL02
SH647,Ya Raazak Cool Point,SE02,B347,B006,OTL02
SH648,Al Noor Kirana And General,SE02,B328,B002,OTL02
SH649,Al Aziz Bakery,SE02,B344,B001,OTL02
SH650,Rahman Confectionary,SE02,B328,B009,OTL02
SH651,S K Cool Drinks And Icecream,SE02,B344,B006,OTL02
SH652,Saif Medical And General,SE02,B342,B003,OTL02
SH653,Hm Medical,SE02,B257,B003,OTL12
SH654,Balaji Poonam Chand Mitai Bandar,SE05,B14,B008,OTL01
SH655,Snack Hub,SE05,B349,B001,OTL02
SH656,Rama Krishna Kirana And General Stores,SE05,B350,B002,OTL02
SH657,Somnath Kirana General Stores,SE05,B348,B002,OTL02
SH658,Ritesh Kirana General Stores,SE05,B350,B002,OTL02
SH659,Bhavani Medical General Stores,SE05,B163,B003,OTL01
SH660,Sri Venkata Sai Kirana General Stores,SE05,B163,B002,OTL02
SH661,Bakers Delight,SE05,B163,B001,OTL01
SH662,Sri Venkateshwara Kirana General Stores,SE05,B350,B002,OTL02
SH663,Baba Sai Kirana General Stores,SE05,B350,B002,OTL02
SH664,New Sv Cake House,SE05,B351,B001,OTL01
SH665,Daily Needs Kirana And General Stores,SE05,B348,B002,OTL02
SH666,Komal Kirana General Stores,SE05,B349,B002,OTL02
SH667,Gayatri Kirana General Stores,SE05,B352,B002,OTL02
SH668,Tip Max Bakers,SE05,B353,B001,OTL01
SH669,Harika Kirana General Store,SE05,B353,B002,OTL02
SH670,Lalitha Kirana General Store,SE05,B353,B002,OTL02
SH671,Indian Kirana General Store,SE05,B353,B002,OTL02
SH672,Dhanalaxmi Kirana And General Store,SE03,B354,B002,OTL15
SH673,Tipsy Topsy Bakers,SE04,B225,B001,OTL18
SH674,Akarsha Super Market,SE04,B355,B002,OTL12
SH675,Sri Raja Rajeswari Kirana General Store,SE04,B223,B002,OTL18
SH676,Sri Sai Ganesh Probishion Store,SE04,B356,B002,OTL02
SH677,New Bangalore Iyengar Bakary,SE04,B357,B001,OTL02
SH678,Sri Gayathry Dairy Kiranam,SE04,B358,B002,OTL02
SH679,Balaji General Kiranam,SE04,B358,B002,OTL02
SH680,Bengalore Ayyangar Bakery,SE04,B359,B004,OTL02
SH681,Mahalaxmi Kirana General Store,SE04,B358,B002,OTL02
SH682,Sri Uma Sai Kirana And General,SE04,B360,B002,OTL02
SH683,Kasadella Bakery,SE04,B361,B001,OTL01
SH684,S V Bakery And Hot Chips,SE04,B362,B001,OTL01
SH685,Swapna Kirana General Store,SE04,B363,B002,OTL02
SH686,Eri Hanuman Kirana General Store,SE04,B363,B002,OTL02
SH687,Laxmi Vekateswara Kiranam,SE04,B364,B002,OTL03
SH688,Sri Sai Kiranam,SE04,B365,B002,OTL02
SH689,Rajarajeswari Kiranam,SE04,B366,B002,OTL02
SH690,Laxmi Narsimha Kiranam,SE04,B366,B002,OTL02
SH691,Balaji Ram Ratan Mithai Bander,SE04,B364,B008,OTL03
SH692,Sree Himabindu Genarls Store,SE04,B366,B002,OTL02
SH693,Swatha Bakery Genarls Store,SE04,B366,B002,OTL02
SH694,Sri Bakary,SE04,B368,B001,OTL22
SH695,Om Sri Sai Kiranam,SE04,B366,B002,OTL02
SH696,Srinivas Stores,SE04,B369,B002,OTL02
SH697,New Cafe Bahar ,SE04,B370,B001,OTL02
SH698,Hindusthan Kiranam Genarls Store,SE04,B366,B002,OTL02
SH699,Azeen Ice Cream Parlar,SE04,B371,B004,OTL03
SH700,Ammu Bakarys,SE04,B372,B001,OTL05
SH701,Radha Krishna Kiranam Genarls Store,SE04,B366,B002,OTL02
SH702,Vasavi Kiranam,SE04,B372,B002,OTL02
SH703,Sai Ram Kiranam Genarls,SE04,B373,B002,OTL02
SH704,Bangalore Iyengar Bakary,SE04,B374,B001,OTL05
SH705,Sai Santhosh Kiranam,SE04,B368,B002,OTL02
SH706,Eat Treats Bakers,SE04,B375,B001,OTL12
SH707,Bakers Paradise,SE04,B376,B001,OTL01
SH708,Sri Balaji Shiva Naryan Mithai Bander,SE04,B377,B008,OTL03
SH709,Rushi Icecream Parlar,SE04,B375,B004,OTL05
SH710,Ram Raj Kiranam,SE04,B366,B002,OTL02
SH711,Sri Ganesh Masqati Dairy Parlour,SE04,B378,B004,OTL02
SH712,Sarena Bakary,SE04,B379,B001,OTL07
SH713,Sai Ram Kiranam,SE04,B380,B002,OTL02
SH714,V Mart Store,SE04,B366,B002,OTL02
SH715,Ammulu Friesh Market,SE04,B369,B002,OTL05
SH716,Master Chef Bakary,SE04,B375,B001,OTL07
SH717,Sai Akila Bakary,SE04,B375,B001,OTL02
SH718, No Mika Ice Cream Parlar,SE04,B366,B004,OTL02
SH719,Mohan Provisional Store,SE04,B366,B002,OTL06
SH720,Balaji Mithai Bander,SE04,B367,B001,OTL12
SH721,Prince Bakers,SE03,B381,B001,OTL01
SH722,Dhanalaxmi Stores,SE03,B382,B002,OTL01
SH723,Sun Bakers,SE03,B381,B001,OTL10
SH724,Balaji Kirana General Store,SE03,B383,B002,OTL01
SH725,Somnath Sweets,SE03,B382,B008,OTL01
SH726,Krishna Provision Stores,SE03,B384,B002,OTL01
SH727,Sri Dhanalaxmi Kirana General Store,SE03,B381,B002,OTL01
SH728,Bakery Point,SE03,B381,B001,OTL10
SH729,Rakesh Bakery,SE03,B381,B001,OTL01
SH730,Babu Cool Drinks,SE03,B382,B006,OTL01
SH731,Sri Tulja Bhavani Kirana General Store,SE03,B382,B002,OTL06
SH732,Sri Balaji Jagadish Mithai Bhandar,SE03,B381,B008,OTL06
SH733,Jai Mata Rani Bhatyani Sweet House,SE03,B382,B008,OTL01
SH734,Golden Bakery,SE03,B385,B001,OTL07
SH735,Best Bakers,SE03,B385,B001,OTL10
SH736,Sri Radhe Sweet House,SE03,B386,B008,OTL01
SH737,Gandhi Provision Stores,SE03,B387,B002,OTL01
SH738,Candy Pvr Store,SE07,B388,B006,OTL20
SH739,S R Enterprises,SE07,B389,B006,OTL01
SH740,Shopper Land ,SE06,B257,B009,OTL05
SH741,Shop N Save Supermarket,SE06,B126,B007,OTL05
SH742,Bilal Shop And Treat,SE06,B126,B009,OTL05
SH743,Yousfain Super Market,SE06,B390,B007,OTL02
SH744,Aslam Cool Drinks,SE06,B391,B006,OTL02
SH745,Sri Balaji Super Market,SE06,B392,B002,OTL01
SH746,Scoop And Sundeas,SE06,B126,B009,OTL22
SH747,Al Mannan Kgs,SE06,B126,B009,OTL05
SH748,Madeena Kirana And General,SE06,B393,B002,OTL02
SH749,Tq Supermart,SE06,B126,B007,OTL05
SH750,Rahul Kirana General Stores,SE03,B394,B009,OTL01
SH751,Azaan K G S,SE03,B395,B002,OTL22
SH752,Jk Enterprises Kirana General Store,SE03,B396,B002,OTL22
SH753,Radheshnam Food Court And Bakers,SE03,B397,B001,OTL01
SH754,Shashanthmani Kirana And General Store,SE03,B395,B002,OTL02
SH755,Sri Sai Bakers,SE03,B398,B001,OTL02
SH756,Bangalore Iyengar Bekary,SE03,B399,B001,OTL02
SH757,Prasad Bakery,SE01,B400,B001,OTL02
SH758,S V Bekers And Ice Creams,SE04,B401,B004,OTL01
SH759,Bangalore Iyyangar Bakery,SE04,B401,B001,OTL01
SH760,Krishnakrishna Kiranam And General Store,SE04,B402,B002,OTL05
SH761,Vasavi Kirana General Store,SE04,B403,B002,OTL02
SH762,Prashanthi Kirana General Store,SE04,B404,B002,OTL05
SH763,Balaji Darbar Sweet House,SE04,B402,B001,OTL01
SH764,The Master Bakery,SE04,B406,B001,OTL02
SH765,Tasty Bakers,SE04,B404,B001,OTL19
SH766,M And M Bakery,SE04,B403,B001,OTL05
SH767,Sri Raghavendra Kirana General Store,SE04,B404,B002,OTL05
SH768,Mahalaxmi Kirana General Store ,SE04,B404,B002,OTL05
SH769,Maa Durga Bhavani Kirana General Store,SE04,B407,B002,OTL05
SH770,Bhagwan Bakery Basket,SE04,B408,B001,OTL01
SH771,Sai Durga Kirana General Store ,SE04,B409,B002,OTL04
SH772,Ayyappa Kirana General Store,SE04,B409,B002,OTL12
SH773,Dev Mini Supermarket,SE04,B410,B007,OTL02
SH774,Sri Laxmi Balaji Kirana General Store,SE04,B404,B002,OTL09
SH775,Sri Balaji Sitaram Bakery,SE04,B408,B001,OTL01
SH776,Sree Shiva Sai Kirana General Store,SE04,B403,B002,OTL05
SH777,Sri Balaji Bhagavan Bakery ,SE04,B408,B001,OTL01
SH778,7K Bakery,SE04,B411,B001,OTL01
SH779,Rajarajeshwari Kirana General Store,SE04,B403,B002,OTL05
SH780,Tejasree Kirana General Store,SE04,B412,B002,OTL02
SH781,Sri Sai Laxmi Kirana General Store,SE04,B403,B002,OTL05
SH782,Elbow Bakers,SE04,B404,B001,OTL19
SH783,Sri Mahalaxmi Kirana General Store,SE04,B403,B002,OTL05
SH784,Sri Balaji Sunil Kumar Mithai Bandar,SE04,B411,B001,OTL01
SH785,Sri Venkatalaxmi Kirana General Store,SE04,B404,B002,OTL02
SH786,Sri Padmavathi Kirana General Store,SE04,B409,B002,OTL12
SH787,Sri Sai Venkateshwara Kirana General Store,SE04,B403,B002,OTL05
SH788,Sri Krishna Milk Centre,SE04,B404,B002,OTL02
SH789,Sahasra Kirana General Store,SE04,B407,B002,OTL02
SH790,Santhoshi Matha Kirana General Store,SE04,B414,B002,OTL05
SH791,Balaji Mithai Bandar,SE04,B415,B008,OTL09
SH792,Sri Manikanta Kirana General Store,SE04,B415,B002,OTL09
SH793,Salasar Kiranam And General Store ,SE04,B416,B002,OTL02
SH794,Balaji Sukh Sagar Sweets And Chat,SE04,B417,B008,OTL02
SH795,Sri Venkateshwara Ice Cream ,SE04,B415,B001,OTL09
SH796,Aai Matha Kirana General Store,SE04,B415,B002,OTL09
SH797,Laxmi Kirana General Store,SE04,B418,B002,OTL02
SH798,Sri Tirumala Kirana General Store,SE04,B419,B002,OTL05
SH799,Adi Laxmi Kirana General Store,SE04,B403,B002,OTL18
SH800,S Kumar Kirana General Store,SE04,B420,B002,OTL19
SH801,Venkatesh Kirana General Store,SE04,B423,B002,OTL02
SH802,Jai Hanuman Kirana General Store,SE04,B412,B002,OTL02
SH803,Sai Ram Kirana General Store,SE04,B424,B002,OTL02
SH804,Sai Milk Kirana General Store,SE04,B419,B002,OTL19
SH805,Sai Kiran Enterprises,SE04,B426,B001,OTL19
SH806,Sri Balaji Mahendra Dev Sweet House,SE04,B427,B008,OTL18
SH807,Skb Bakerys,SE04,B428,B001,OTL01
SH808,Hari Priya Kirana General Store,SE04,B429,B002,OTL02
SH809,Vyshravan Kirana General Store,SE04,B430,B002,OTL02
SH810,Sindu Kirana General Store,SE04,B431,B002,OTL05
SH811,Sri Bhuvaneshwari Kiranam And General Store,SE04,B432,B002,OTL02
SH812,7 Hills Kiranam And General Store,SE04,B416,B002,OTL02
SH813,Jai Bhavani Bakery Kirana And General,SE04,B434,B002,OTL02
SH814,Yehovanaa Kapari Kirana General Store,SE04,B435,B002,OTL02
SH815,Sri Rama Cool Drinks And Stationery,SE04,B436,B001,OTL01
SH816,S S Bakers,SE04,B437,B001,OTL01
SH817,Dhanalakshmi Kiranam And General Store,SE04,B436,B002,OTL01
SH818,Akhil Kiranam And General Store,SE04,B438,B002,OTL01
SH819,Mahadev Kiranam And General Store,SE04,B439,B002,OTL05
SH820,Hindrani Devanarayan Kiranam And General Store,SE04,B440,B002,OTL01
SH821,Sri Venkateshwara Kiranam And General Store,SE04,B441,B002,OTL05
SH822,New Bek Bekery,SE05,B442,B001,OTL02
SH823,I B Bakers,SE05,B443,B001,OTL01
SH824,Bakers Max Ice Cream Parlour,SE05,B443,B001,OTL01
SH825,Sri Sai Balaji Stores,SE05,B444,B002,OTL02
SH826,Faram House,SE05,B445,B009,OTL01
SH827,Gangram Cool Drinks And Generalstore,SE05,B446,B002,OTL02
SH828,Sri Medical And Generalstore,SE05,B446,B003,OTL02
SH829,Kirana Ghar,SE05,B446,B002,OTL02
SH830,Tirumala Enterprises,SE05,B446,B002,OTL02
SH831,Sri Srinivasa Chips Shop,SE05,B447,B008,OTL02
SH832,Anand Medical,SE05,B446,B003,OTL02
SH833,Bombay Stores,SE05,B447,B009,OTL02
SH834,Our Basket ,SE05,B446,B002,OTL02
SH835,Sri Bhavani Kgs,SE05,B446,B002,OTL02
SH836,Sai Dam,SE05,B447,B009,OTL02
SH837,Baskar Kgs,SE05,B446,B002,OTL02
SH838,Evergrand Bazer,SE05,B448,B002,OTL02
SH839,Ratnadeep Supper Market,SE05,B449,B007,OTL02
SH840,Arshad Kirana General Store,SE07,B98,B002,OTL02
SH841,Bade E Paa Kirana General Store,SE07,B98,B002,OTL02
SH842,Brothers Bakery,SE07,B450,B001,OTL02
SH843,Bigloaf Bakery Sweets,SE07,B98,B001,OTL02
SH844,Abdullah Bakery,SE07,B98,B001,OTL02
SH845,Syed Sameer Kirana General Store,SE07,B98,B002,OTL02
SH846,Sri Raja Rajeswara Kirana General Store,SE01,B91,B002,OTL05
SH847,Sri Laxmi Kirana General Store,SE01,B91,B002,OTL04
SH848,Variety Provision Center,SE03,B451,B002,OTL01
SH849,F F Mart ,SE03,B452,B007,OTL01
SH850,Sree Shubh Labh General Store,SE05,B453,B009,OTL01
SH851,Sri Balaji Shyam Mitai Bandar,SE05,B454,B008,OTL01
SH852,Brother Banglore Iyengar Bakery,SE05,B455,B001,OTL02
SH853,Burhan Khan Kirana General Stores,SE05,B456,B002,OTL02
SH854,Laxmi Narayana Sweets House,SE05,B457,B008,OTL02
SH855,N Sugan Chand Jain Kirana General Stores,SE05,B458,B002,OTL08
SH856,Sri Balaji Bakery And General Stores,SE05,B455,B001,OTL02
SH857,New York Bakery,SE05,B459,B001,OTL01
SH858,Natural Ice Cream And Cool Drinks,SE05,B460,B004,OTL01
SH859,Ranga Stores,SE05,B462,B002,OTL02
SH860,Jain Sons Medical General Stores,SE05,B459,B003,OTL01
SH861,Raja Rajeshwari Medical And General Stores,SE05,B463,B003,OTL01
SH862,Laxmi Sai Cool Drinks General,SE05,B464,B009,OTL01
SH863,Kumar Medical General Stores,SE05,B465,B003,OTL01
SH864,Riti Foo Store,SE05,B169,B001,OTL05
SH865,Suraj Icecream Parlour,SE05,B462,B004,OTL02
SH866,Maha Laxmi Kirana General Stores,SE05,B462,B002,OTL02
SH867,Veg Nation Bakers,SE05,B169,B001,OTL02
SH868,Pooja Enterprises,SE05,B465,B009,OTL01
SH869,Hari Nadh Kirana General Stores,SE05,B462,B002,OTL02
SH870,Sangameshwara Kirana General Stores,SE05,B169,B002,OTL02
SH871,Sri Data Stores Dry Fruits,SE05,B462,B002,OTL02
SH872,S L V Mineral Water,SE05,B169,B006,OTL02
SH873,Uma Kirana General Stores,SE05,B169,B002,OTL02
SH874,Surabhi Medical Hall,SE05,B466,B003,OTL02
SH875,Ajay Cool Drinks Stall,SE05,B40,B006,OTL03
SH876,Keshav Foods,SE05,B467,B006,OTL01
